# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-O" "-M" "-T" "12" "-a" "Papla_JGI.gtf" "-o" "Counts_ATS_wo.txt" "ATS_wo_1_alg.bam" "ATS_wo_2_alg.bam" "ATS_wo_3_alg.bam" 
Geneid	Chr	Start	End	Strand	Length	ATS_wo_1_alg.bam	ATS_wo_2_alg.bam	ATS_wo_3_alg.bam
gene_5528	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	109371;109573;110453;110617;110967	109520;110393;110570;110921;111105	-;-;-;-;-	1533	4818	5107	5249
gene_5529	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	111107;111576;111690;111822;112008;112147;112307;112454;112820;112949;113145;113237;113567;113741;113857;114029	111524;111634;111771;111964;112109;112266;112408;112776;112904;113097;113192;113519;113698;113812;113981;114343	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2558	2851	3177	2945
gene_5530	scaffold_8;scaffold_8	114725;115002	114939;115152	+;+	366	0	0	0
gene_5531	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	115322;115860;116188;116355;116665;116991	115817;116132;116304;116585;116937;117298	-;-;-;-;-;-	1698	2	2	0
gene_5532	scaffold_8;scaffold_8;scaffold_8;scaffold_8	122965;124538;124790;125389	123024;124733;125331;125481	+;+;+;+	891	1044	983	1114
gene_5533	scaffold_8;scaffold_8;scaffold_8;scaffold_8	125913;126085;126798;127166	126037;126721;127108;127770	-;-;-;-	1678	2560	2985	2475
gene_5534	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	127796;128435;128599;129313;129563	128389;128556;129199;129488;130003	-;-;-;-;-	1934	2569	2901	2724
gene_5535	scaffold_8;scaffold_8;scaffold_8;scaffold_8	130149;130621;130976;131187	130570;130929;131121;131414	+;+;+;+	1105	949	1178	984
gene_5536	scaffold_8;scaffold_8;scaffold_8	131726;131871;132196	131815;132084;132383	-;-;-	492	14762	16325	16008
gene_5538	scaffold_8	133135	134368	-	1234	1801	2661	2314
gene_5539	scaffold_8;scaffold_8;scaffold_8	134369;134701;134860	134652;134808;136682	-;-;-	2215	3331	3524	4000
gene_5541	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	138965;139197;139431;139574;140618;140970	139152;139391;139526;140536;140915;141319	-;-;-;-;-;-	2090	2042	2585	2103
gene_5542	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	141596;141641;142646;142852;143021;143291	141616;142602;142802;142971;143240;143478	-;-;-;-;-;-	1668	1496	1746	1470
gene_5543	scaffold_8;scaffold_8;scaffold_8;scaffold_8	144675;145285;145381;145735	145240;145331;145687;145930	+;+;+;+	1116	115	102	96
gene_5544	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	146250;146830;146960;147038;147123;147205;147293;147351	146764;146912;146992;147072;147161;147240;147305;147371	+;+;+;+;+;+;+;+	775	0	0	0
gene_5545	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	148354;149075;149181;149537;149672;149794	149024;149146;149496;149601;149753;150345	+;+;+;+;+;+	1758	2	7	6
gene_5546	scaffold_8;scaffold_8;scaffold_8	150574;151043;151617	150995;151487;151895	-;-;-	1146	1443	1730	1539
gene_5547	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	152532;152888;153098;153406;153639	152830;153013;153370;153591;154707	+;+;+;+;+	1953	4469	5160	4541
gene_5548	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	154708;154969;155128;155242;155382	154926;155072;155184;155297;155756	-;-;-;-;-	811	1004	1163	915
gene_5549	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	155757;156414;156568;156947;157295;157417;157611	156263;156480;156804;157199;157370;157533;157921	+;+;+;+;+;+;+	1568	3912	4736	4268
gene_5550	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	157922;158141;158558;158777;159105;159402	158077;158448;158722;159058;159362;159584	-;-;-;-;-;-	1352	1356	1731	1710
gene_5551	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	163399;164290;164486;164733;164912;165389;165759	164256;164439;164687;164866;165347;165708;166426	-;-;-;-;-;-;-	2768	1903	2410	1939
gene_5552	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	166929;166998;167738;167905;168026;168153;168227	166946;167681;167857;167981;168096;168173;168420	+;+;+;+;+;+;+	1185	63	92	93
gene_5553	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	168492;168704;168935;169226;169365;169674;169968;170261;170446;170849;171276;171629;171868;172022;172676;172866;173191;173342;174024;174303;174801;175104;175350;175467;175630;175878;176021;176293;176568;176746;176933;177040;177159;177443	168657;168881;169169;169315;169631;169921;170211;170398;170802;171190;171581;171824;171978;172632;172819;173148;173291;173980;174266;174756;175038;175304;175422;175582;175823;175980;176222;176487;176701;176829;176995;177111;177337;177691	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7456	4340	4297	4037
gene_5554	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	177815;178249;178424;178550;178785;178981;179519	178183;178350;178497;178736;178931;179469;180124	+;+;+;+;+;+;+	1974	1083	1148	1112
gene_5555	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	180424;180709;180940;181087;181195;181359;181481;181635;181725;181877;181974;182120;182268;182348;182408;182657	180666;180893;181040;181147;181315;181431;181591;181679;181833;181928;182077;182212;182306;182355;182585;182975	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1842	1454	1849	1588
gene_5556	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	183160;183905;184108;184532;184638;184911;185066;185219	183857;184050;184479;184594;184856;184985;185139;185465	+;+;+;+;+;+;+;+	1894	1245	1389	1305
gene_5557	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	185466;185696;185804;186139;186815;187048;187108;187392;187516	185643;185751;186091;186749;187003;187057;187311;187466;188076	-;-;-;-;-;-;-;-;-	2172	2915	2974	3277
gene_5558	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	188924;189233;189401;189523;189699;190353	189173;189354;189472;189643;190248;190919	-;-;-;-;-;-	1682	296	332	397
gene_5559	scaffold_8;scaffold_8;scaffold_8	190995;191345;191751	191256;191643;192197	-;-;-	1008	4137	4610	4440
gene_5560	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	192389;192970;193064;193136;193210;193551;194009	192911;193016;193092;193167;193446;193954;194425	+;+;+;+;+;+;+	1689	2502	2706	2648
gene_5561	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	194566;195072;195203;195388;196053;196307;196601;197223;197337;198129;198423;198825	194971;195157;195334;196001;196255;196555;197175;197291;198073;198357;198771;198993	+;+;+;+;+;+;+;+;+;+;+;+	3818	1179	1346	1440
gene_5562	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	199362;199495;199735;199898;199985;200438;200651;200718;201600;201729;201807;202060;202440	199418;199635;199748;199923;200107;200605;200665;201525;201682;201755;201936;202367;202633	+;+;+;+;+;+;+;+;+;+;+;+;+	2094	1327	1504	1388
gene_5563	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	202616;203105;203703;203847;204110;204621	203015;203623;203798;204060;204489;204822	-;-;-;-;-;-	1811	649	788	744
gene_5564	scaffold_8	206390	208762	+	2373	117	89	132
gene_5565	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	208769;209148;209297;209450;209592;209911;210060;210375;210503;210707	209099;209216;209397;209542;209835;209999;210290;210448;210673;210752	-;-;-;-;-;-;-;-;-;-	1449	946	1048	975
gene_5566	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	210753;211277;211536;212646;213292;213538;213920;214443;214645;214793;214954;215193;215526	211224;211489;212605;213257;213490;213875;214394;214597;214744;214909;215145;215470;215924	-;-;-;-;-;-;-;-;-;-;-;-;-	4620	1088	1252	1355
gene_5567	scaffold_8	216081	217257	-	1177	39	52	95
gene_5568	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	217258;217565;217685;217771;217841;218060;218425	217519;217641;217725;217793;218010;218346;218611	-;-;-;-;-;-;-	1047	2968	3363	3169
gene_5569	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	218783;219199;219912;220351;220505	219126;219859;220304;220460;223039	+;+;+;+;+	4043	3997	3774	3978
gene_5570	scaffold_8;scaffold_8	223116;223625	223571;224290	-;-	1122	2893	3062	3192
gene_5571	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	224323;225252;225389;225918;226785	225203;225351;225871;226738;229835	+;+;+;+;+	5336	2536	2807	2837
gene_5572	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	229702;229915;230048;230240;230558;230667	229831;230004;230189;230515;230595;230840	-;-;-;-;-;-	850	219	230	222
gene_5573	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	230940;231243;232181;232968;233078;233288;233361;233459;233579;233960;234333	231197;232134;232921;233030;233245;233318;233414;233537;233917;234287;234502	+;+;+;+;+;+;+;+;+;+;+	3123	1701	2313	2082
gene_5574	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	234555;234875;235118;235351;235521;235593;235725;235894;236030	234821;234973;235299;235468;235546;235679;235841;235983;236187	+;+;+;+;+;+;+;+;+	1144	1733	1994	1756
gene_5575	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	236188;236468;236583;236723;238620	236423;236539;236675;238444;238980	-;-;-;-;-	2484	1918	2163	1983
gene_5576	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	239109;239256;239615;239788;240456;240706;240960;241101	239205;239562;239737;240408;240663;240917;241055;241343	+;+;+;+;+;+;+;+	1907	1392	1730	1541
gene_5577	scaffold_8;scaffold_8;scaffold_8;scaffold_8	241413;241553;242167;242266	241497;242115;242228;242662	-;-;-;-	1107	1478	1786	1718
gene_5578	scaffold_8;scaffold_8;scaffold_8;scaffold_8	243208;243388;243606;243913	243341;243455;243791;244180	-;-;-;-	656	8456	9786	8924
gene_5579	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	244660;244728;245033;245370;245617;245717;245882;246122;246250;246415;246511;246624;246729	244689;244996;245334;245583;245674;245841;246085;246203;246371;246476;246580;246695;246885	-;-;-;-;-;-;-;-;-;-;-;-;-	1767	270	290	293
gene_5580	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	247040;247204;247473;247896;248504;248865;248986;249185;249416	247122;247436;247847;248465;248804;248952;249138;249365;249491	+;+;+;+;+;+;+;+;+	2060	2929	3830	3287
gene_5581	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	250908;251031;251130;251218;251456	250983;251093;251168;251409;252138	+;+;+;+;+	1053	0	0	0
gene_5582	scaffold_8;scaffold_8	251998;252416	252373;253395	+;+	1356	4	0	4
gene_5583	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	253435;253909;254189;254284;254558;254687;254822;255110;255380;255608	253861;254143;254248;254513;254641;254780;255060;255337;255542;256033	-;-;-;-;-;-;-;-;-;-	2186	1003	1243	1107
gene_5584	scaffold_8;scaffold_8	256237;256583	256531;257911	+;+	1624	1375	1802	1482
gene_5585	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	257909;258181;259513;260111;260261;260590	258140;259468;260076;260215;260551;261831	-;-;-;-;-;-	3722	7116	8398	7209
gene_5586	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	262576;262861;262913;263012;263163;263341;263507;263849;263983	262815;262876;262975;263123;263262;263460;263803;263938;264099	+;+;+;+;+;+;+;+;+	1155	1168	1269	1176
gene_5587	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	264414;264778;264986;265145;266089;266247;266431;267187;267275;267998;268183	264740;264931;265100;266050;266207;266394;267149;267227;267948;268132;268841	-;-;-;-;-;-;-;-;-;-;-	3997	2755	3191	2938
gene_5588	scaffold_8;scaffold_8	268907;269668	269632;270657	+;+	1716	1664	2041	2016
gene_5589	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	270657;270998;271521;271653;271966;272088	270961;271474;271617;271916;272050;272275	-;-;-;-;-;-	1416	2491	3039	3037
gene_5590	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	272276;272465;272777;273248;274566;274754	272412;272733;273204;274531;274719;275021	-;-;-;-;-;-	2540	3003	3716	3362
gene_5591	scaffold_8;scaffold_8;scaffold_8	275017;275497;275740	275458;275705;276163	-;-;-	1075	1038	1344	1135
gene_5592	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	276160;276981;277080;277313;277464	276938;277035;277263;277417;277656	+;+;+;+;+	1316	1447	1542	1528
gene_5593	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	280038;280222;280385;280614;280726;280856;281014;281322;281402;281524;281721	280177;280336;280563;280678;280804;280967;281273;281346;281446;281548;281908	-;-;-;-;-;-;-;-;-;-;-	1233	33821	41621	35931
gene_5594	scaffold_8;scaffold_8;scaffold_8;scaffold_8	282662;283009;283230;283713	282965;283186;283653;284200	+;+;+;+	1394	124	197	129
gene_5595	scaffold_8;scaffold_8;scaffold_8	284205;284564;284695	284514;284651;285232	+;+;+	936	886	1084	1018
gene_5596	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	285233;285406;285567;285930;286039;286236;286375;286678;287247;287581	285370;285518;285894;285995;286197;286331;286635;287207;287529;288436	-;-;-;-;-;-;-;-;-;-	2830	1563	1925	1801
gene_5597	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	288481;289038;289105;289180;289412;289711;289913;290245;290401;290478;290646	288990;289057;289143;289363;289673;289875;290206;290362;290433;290575;291054	-;-;-;-;-;-;-;-;-;-;-	2132	4294	5246	4736
gene_5598	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	291188;291434;291549;291633;291717;291789	291354;291491;291583;291668;291739;291980	+;+;+;+;+;+	511	3768	4296	4085
gene_5599	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	291981;292598;292713;293079;293243;293473;293659;293855	292555;292679;293000;293205;293369;293616;293807;294086	+;+;+;+;+;+;+;+	1724	614	605	636
gene_5600	scaffold_8;scaffold_8;scaffold_8;scaffold_8	294200;294329;294509;294670	294289;294463;294624;294697	-;-;-;-	369	665	779	663
gene_5601	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	294747;294981;295189;295255;295383;295590	294922;295153;295203;295333;295537;296140	+;+;+;+;+;+	1149	2220	2773	2391
gene_5602	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	296137;296312;296549;296660;296803	296277;296510;296622;296756;296929	-;-;-;-;-	638	971	1257	1077
gene_5603	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	297097;297518;298467;298737;298971;299214;299583;299888	297467;298418;298692;298927;299167;299538;299845;300401	+;+;+;+;+;+;+;+	2988	3885	4474	3931
gene_5604	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	302211;302374;302436;302497;302576;302627;302762;302915;303043;303164;303331;303374;303483;303556;303637;303849;303908;304068;304201	302315;302388;302445;302530;302582;302707;302871;302996;303105;303282;303336;303443;303514;303589;303797;303865;304027;304154;304307	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1260	793	984	833
gene_5605	scaffold_8;scaffold_8;scaffold_8	304308;306784;306949	306739;306905;307346	-;-;-	2952	13684	16743	14202
gene_5606	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	307523;307809;308181;310953;311260;312132;312350;312511	307761;308141;310916;311224;312087;312305;312466;312667	+;+;+;+;+;+;+;+	4856	1340	1596	1584
gene_5607	scaffold_8;scaffold_8	312668;315464	315423;316308	-;-	3601	2813	2943	2882
gene_5608	scaffold_8;scaffold_8;scaffold_8;scaffold_8	318586;318903;319064;319642	318865;319016;319596;320188	+;+;+;+	1474	526	688	558
gene_5609	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	320188;320664;320878;321209;321338;321751;321988;322119;322186;322282;322360;322450;322594;322845;323013	320620;320836;321162;321292;321708;321936;322075;322136;322229;322311;322403;322547;322801;322960;323159	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2325	1231	1612	1497
gene_5610	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	323251;323531;323647;323714;323924	323463;323594;323664;323877;324271	+;+;+;+;+	807	704	931	811
gene_5611	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	324272;324454;324681;324891;324999;325065;325188;325301;325403;325576;325708;325919;326079;326147;326258;326326;326463;326622;326735;326803;326906;327002;327117;327183;327363;327488;327585;327710;327891;328007;328264;328506	324406;324633;324854;324954;325021;325146;325243;325356;325529;325659;325873;326037;326106;326214;326291;326421;326580;326691;326757;326869;326955;327069;327133;327317;327445;327539;327662;327845;327961;328191;328443;328692	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3012	12079	14525	12092
gene_5612	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	328719;329663;329906;330342;330480;330779	329620;329870;330297;330436;330742;331074	-;-;-;-;-;-	2156	6728	7368	7375
gene_5613	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	331138;331541;332145;332255;332344;332880;333006;333174	331502;332100;332219;332297;332843;332970;333128;333500	+;+;+;+;+;+;+;+	2084	2883	3144	3030
gene_5614	scaffold_8;scaffold_8;scaffold_8;scaffold_8	333502;333663;333963;334182	333609;333815;334068;334375	-;-;-;-	561	934	1159	1102
gene_5615	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	334491;334847;334952;335043;335310;335389	334800;334906;335001;335263;335344;336162	-;-;-;-;-;-	1450	183	152	155
gene_5616	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	336518;336658;336709;336785;336893	336610;336662;336758;336849;337000	+;+;+;+;+	321	108	116	136
gene_5617	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	337078;337271;337406;337673;338256;338368	337227;337369;337628;338214;338318;338514	-;-;-;-;-;-	1224	2204	2551	2189
gene_5618	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	338736;339502;339753;340183;341079;341248;341605;341777;341909;342058	339456;339695;340147;341033;341212;341564;341731;341866;342016;342661	+;+;+;+;+;+;+;+;+;+	3541	1446	1464	1620
gene_5619	scaffold_8;scaffold_8;scaffold_8	342789;343119;343995	343049;343942;344079	+;+;+	1170	7645	9315	8187
gene_5620	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	344081;344596;344912;345070;345201	344538;344865;345036;345156;345448	-;-;-;-;-	1188	2947	3040	3137
gene_5621	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	346437;346812;346965;347162;347299;347570	346761;346906;347109;347246;347513;347927	+;+;+;+;+;+	1223	78652	85386	83591
gene_5622	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	347928;348385;348548;348646;348913;349089;349393;349573;350359	348341;348506;348600;348863;349047;349340;349522;350308;350489	-;-;-;-;-;-;-;-;-	2191	2878	3756	3300
gene_5623	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	350490;350780;350874;350986;351333	350734;350826;350942;351279;351621	-;-;-;-;-	944	1605	1841	1860
gene_5624	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	351747;352957;353141;353252;353366;353627;353737;353838;353914;354109;354168	352914;353095;353206;353322;353592;353689;353786;353871;354058;354122;354402	+;+;+;+;+;+;+;+;+;+;+	2212	1377	1703	1440
gene_5625	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	354403;354687;355110;355279;355474;355600;355913;356050;356251;356500	354637;355060;355229;355427;355548;355864;356004;356201;356412;356696	-;-;-;-;-;-;-;-;-;-	1821	1546	1738	1602
gene_5626	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	356895;357061;357340;357563;357729;357889	356969;357289;357514;357680;357839;358047	+;+;+;+;+;+	867	778	932	779
gene_5627	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	358127;358625;358690;358954;359006	358581;358642;358915;358962;359110	-;-;-;-;-	813	944	1034	1027
gene_5628	scaffold_8;scaffold_8;scaffold_8	359240;359492;359709	359409;359604;360153	+;+;+	728	1216	1361	1240
gene_5629	scaffold_8;scaffold_8;scaffold_8;scaffold_8;scaffold_8	360131;360223;360354;360454;360611	360178;360306;360410;360519;361107	+;+;+;+;+	752	723	1088	963
